apartment_name,region_name,legal_dong,jibun,road_name,deal_type,deal_year,deal_month,deal_day,deal_amount,area,floor,longitude,latitude,coordinate_source
사상샬레,사상구,,,,전세,,,,,,,128.9887879,35.1604986,apt_master_info
우방청자,달서구,,,,전세,,,,,,,128.539264,35.81199978,apt_master_info
어울림하트,유성구,,,,매매,,,,,,,127.3427769,36.33354783,apt_master_info
황실타운,서구,,,,매매,,,,,,,127.3713687,36.3615668,apt_master_info
부영3차,북구,,,,매매,,,,,,,128.5646713,35.9369916,apt_master_info
봉황맨션A,동래구,,,,매매,,,,,,,129.0505107,35.17136903,apt_master_info
청라디이스트,서구,,,,매매,,,,,,,126.6234781,37.52748286,apt_master_info
다복아파트,미추홀구,,,,매매,,,,,,,126.6490266,37.46525358,apt_master_info
신동아,성동구,,,,매매,,,,,,,127.0295249,37.55035425,apt_master_info
원영아트빌,달서구,,,,매매,,,,,,,128.5463118,35.81777558,apt_master_info
현대(859-1),서구,,,,매매,,,,,,,126.8775959,35.13881455,apt_master_info
하늘도시우미린1단지,중구,,,,매매,,,,,,,126.5563651,37.4928492,apt_master_info
어반펠리체,북구,,,,매매,,,,,,,129.0025582,35.20858733,apt_master_info
성서동서서한,달서구,,,,매매,,,,,,,128.5036503,35.85823552,apt_master_info
한양(182),부평구,,,,매매,,,,,,,126.7012582,37.50337745,apt_master_info
이지리움S,영등포구,,,,매매,,,,,,,126.9112264,37.52039308,apt_master_info
우암중앙하이츠아파트,남구,,,,매매,,,,,,,129.0823798,35.12675428,apt_master_info
반도유보라더퍼스트,남구,,,,매매,,,,,,,126.9820736,37.51722544,apt_master_info
문수애시앙2단지,울주군,,,,매매,,,,,,,129.2315665,35.56080875,apt_master_info
"부평1,2차금호타운",부평구,,,,매매,,,,,,,127.0503523,37.54189817
동남,연수구,,,,매매,,,,,,,126.667789,37.4012611,apt_master_info
나경위너스,금정구,,,,매매,,,,,,,129.0919038,35.27161983,apt_master_info
SK허브올리브,동래구,,,,매매,,,,,,,129.0841091,35.21859499,apt_master_info
삼한사랑채,금정구,,,,매매,,,,,,,129.0695307,35.1363416,apt_master_info
아침마을비동,남구,,,,매매,,,,,,,129.0967987,35.13134978,apt_master_info
한양수자인,광산구,,,,매매,,,,,,,126.8230267,35.18651093,apt_master_info
센트라스,성동구,,,,매매,,,,,,,127.0271794,37.56594336,apt_master_info
경남한신,금정구,,,,매매,,,,,,,129.0901229,35.23639172,apt_master_info
성당래미안e-편한세상2단지,달서구,,,,매매,,,,,,,127.0291351,37.50673779,apt_master_info
포스코더샵,남구,,,,매매,,,,,,,126.9162065,35.12021055,apt_master_info
첨단자이2차,북구,,,,매매,,,,,,,126.8689936,35.21183905,apt_master_info
대도라이프타운,남구,,,,매매,,,,,,,129.0764811,35.13874865,apt_master_info
래미안장전,금정구,,,,매매,,,,,,,129.0870642,35.22575054,apt_master_info
헬리오시티,송파구,,,,매매,,,,,,,127.1073266,37.4975012,apt_master_info
삼흥리치,은평구,,,,매매,,,,,,,126.919358,37.59676703,apt_master_info
힐데스하임,서구,,,,매매,,,,,,,126.6516348,37.52849565,apt_master_info
명지협성휴포레,강서구,,,,매매,,,,,,,129.0670846,35.19967835,apt_master_info
새솔금호,구로구,,,,월세,,,,,,,126.8902653,37.49996821,apt_master_info
푸른마을아파트101동~111동,강남구,,,,매매,,,,,,,126.9840187,37.49558265,apt_master_info
월배태영데시앙,달서구,,,,매매,,,,,,,128.5206867,35.81777256,apt_master_info
다대동롯데캐슬몰운대,사하구,,,,매매,,,,,,,128.9618303,35.0561056,apt_master_info
신화하이빌,부산진구,,,,매매,,,,,,,129.0468155,35.17905777,apt_master_info
지사금강펜테리움,강서구,,,,매매,,,,,,,128.8376875,35.1520399,apt_master_info
선경,연제구,,,,매매,,,,,,,129.1103244,35.1770709,apt_master_info
남광아파트,강서구,,,,매매,,,,,,,126.8438874,37.52958452,apt_master_info
관악푸르지오,관악구,,,,매매,,,,,,,126.9609443,37.48749094,apt_master_info
래미안목동아델리체(101동~118동),양천구,,,,매매,,,,,,,126.9621074,37.57139769,apt_master_info
우성,서구,,,,매매,,,,,,,127.3641878,36.30490867,apt_master_info
동아한가람1,송파구,,,,매매,,,,,,,127.1156407,37.53766632,apt_master_info
래미안원베일리,서초구,,,,매매,,,,,,,126.998105,37.50687371,apt_master_info
올림픽선수기자촌1단지,송파구,,,,매매,,,,,,,127.1316203,37.5117699,apt_master_info
태왕4하이츠,수성구,,,,매매,,,,,,,128.709826,35.83111557,apt_master_info
대우메트로디오빌,마포구,,,,매매,,,,,,,126.952771,37.54352989,apt_master_info
동삼동삼창그린타운(679-1),영도구,,,,매매,,,,,,,129.0752426,35.07121674,apt_master_info
우방강촌마을1,동구,,,,매매,,,,,,,128.6659362,35.87621601,apt_master_info
동래롯데캐슬퀸,동래구,,,,매매,,,,,,,127.0214563,37.57104431,apt_master_info
무궁화,동구,,,,매매,,,,,,,127.4511887,36.33339638,apt_master_info
정관롯데캐슬2차,기장군,,,,매매,,,,,,,127.0214563,37.57104431,apt_master_info
리버힐,광산구,,,,매매,,,,,,,126.8063711,35.15898737,apt_master_info
월성,달서구,,,,월세,,,,,,,128.5445542,35.82591238,apt_master_info
국화라이프,서구,,,,매매,,,,,,,127.3978298,36.3536891,apt_master_info
드림인시티에일린의뜰1차,북구,,,,매매,,,,,,,129.3649255,35.63627841,apt_master_info
월배힐스테이트,달서구,,,,월세,,,,,,,128.5186909,35.81861076,apt_master_info
솔빛마을주공2차,동구,,,,매매,,,,,,,126.637047,37.48085387,apt_master_info
보라매에스케이뷰,영등포구,,,,월세,,,,,,,126.9173223,37.50296575,apt_master_info
검단힐스테이트6차,서구,,,,매매,,,,,,,126.671339,37.59149157,apt_master_info
대동,부평구,,,,전세,,,,,,,126.733802,37.50580065,apt_master_info
월성주공5,달서구,,,,매매,,,,,,,128.5353806,35.83299964,apt_master_info
역촌맨션,은평구,,,,매매,,,,,,,126.9160804,37.61293124,apt_master_info
포스코더샵,남구,,,,매매,,,,,,,126.9162065,35.12021055,apt_master_info
초원,서구,,,,매매,,,,,,,127.3780196,36.36827109,apt_master_info
한화꿈에그린3차,유성구,,,,매매,,,,,,,127.3912735,36.42198238,apt_master_info
동촌강나루타운,동구,,,,매매,,,,,,,128.6431476,35.88578834,apt_master_info
만촌삼정그린코아에듀파크,수성구,,,,매매,,,,,,,128.6526012,35.84913392,apt_master_info
호반리젠시빌,북구,,,,매매,,,,,,,126.8820157,35.21161166,apt_master_info
옥포대성베르힐6단지,달성군,,,,매매,,,,,,,126.9625926,37.57271035,apt_master_info
가락타운3,사하구,,,,매매,,,,,,,128.9594608,35.10157722,apt_master_info
삼익,용산구,,,,매매,,,,,,,126.9760686,37.51847471,apt_master_info
광주선운지구이지더원3단지,광산구,,,,매매,,,,,,,126.9324853,37.49753123,apt_master_info
우성,중구,,,,매매,,,,,,,127.3935459,36.30884297,apt_master_info
길동우성,강동구,,,,매매,,,,,,,127.1442769,37.53712193,apt_master_info
태평,서구,,,,매매,,,,,,,126.6787837,37.58535419,apt_master_info
흥진,대덕구,,,,매매,,,,,,,127.4353535,36.44616757,apt_master_info
대구대곡수목원호정포레스트,달서구,,,,전세,,,,,,,128.530803,35.8003213,apt_master_info
삼산선경,남구,,,,매매,,,,,,,129.334399,35.54320201,apt_master_info
안암골벽산,동대문구,,,,매매,,,,,,,127.0318794,37.58340856,apt_master_info
벽산금호,해운대구,,,,매매,,,,,,,129.1556386,35.16744607,apt_master_info
롯데캐슬,양천구,,,,매매,,,,,,,126.8475542,37.51917899,apt_master_info
경희궁자이(4단지),종로구,,,,매매,,,,,,,126.9614652,37.57158393,apt_master_info
진흥,서구,,,,매매,,,,,,,126.6782085,37.49164524,apt_master_info
대동맨션,서구,,,,매매,,,,,,,129.0339761,35.10733473,apt_master_info
하남부영,광산구,,,,전세,,,,,,,126.807702,35.16695552,apt_master_info
월성주공4단지,달서구,,,,전세,,,,,,,128.5325291,35.8336653,apt_master_info
현대(179-92),부평구,,,,매매,,,,,,,126.6944153,37.50562367,apt_master_info
성진파크뷰아파트,도봉구,,,,매매,,,,,,,127.0351855,37.66083485,apt_master_info
월성삼정그린코아에듀파크,달서구,,,,전세,,,,,,,127.0106815,37.57932188,apt_master_info
지성캐슬,동래구,,,,매매,,,,,,,129.0699597,35.20227583,apt_master_info
삼익비치,수영구,,,,매매,,,,,,,129.1157241,35.14278317,apt_master_info
대로베스타빌,수영구,,,,매매,,,,,,,129.1134938,35.16234314,apt_master_info
벽산,강서구,,,,매매,,,,,,,126.8376216,37.57571291,apt_master_info
현대,동작구,,,,매매,,,,,,,126.9119291,37.49474808,apt_master_info
둥지,서구,,,,매매,,,,,,,127.3920557,36.35882549,apt_master_info
한국(구),남동구,,,,매매,,,,,,,126.6955625,37.46431806,apt_master_info
화원이진캐스빌,달성군,,,,매매,,,,,,,126.9324853,37.49753123,apt_master_info
초록,강서구,,,,매매,,,,,,,126.8336585,37.54573494,apt_master_info
부영1차,북구,,,,매매,,,,,,,128.565025,35.94535411,apt_master_info
대동,연수구,,,,매매,,,,,,,126.6689727,37.40559885,apt_master_info
화성리버파크2,북구,,,,매매,,,,,,,128.5975285,35.92031994,apt_master_info
주공1단지,강북구,,,,매매,,,,,,,127.0469177,37.62481527,apt_master_info
삼산선경,남구,,,,매매,,,,,,,129.334399,35.54320201,apt_master_info
(구)현광,남동구,,,,매매,,,,,,,126.7239686,37.45329952,apt_master_info
일진스위트포레,남구,,,,매매,,,,,,,127.0663621,37.60361913,apt_master_info
현대파크빌,광진구,,,,매매,,,,,,,127.1014244,37.54402016,apt_master_info
계양임광그대家,계양구,,,,매매,,,,,,,127.057208,37.66069969,apt_master_info
아름다운나날1,동구,,,,매매,,,,,,,128.7298408,35.86942608,apt_master_info
천호태영아파트,강동구,,,,매매,,,,,,,127.1299221,37.53813094,apt_master_info
송화레이크힐,남구,,,,매매,,,,,,,127.0231124,37.51240379,apt_master_info
래미안파크팰리스,송파구,,,,매매,,,,,,,127.1320621,37.49815708,apt_master_info
청광플러스원아파트,남동구,,,,매매,,,,,,,126.7486978,37.43104239,apt_master_info
래미안강동팰리스,강동구,,,,매매,,,,,,,127.1319747,37.53722159,apt_master_info
SK리더스뷰남산,중구,,,,매매,,,,,,,127.0873955,37.59521605,apt_master_info
신동아,광산구,,,,매매,,,,,,,126.8324148,35.22104597,apt_master_info
미성,노원구,,,,매매,,,,,,,127.0694976,37.63479278,apt_master_info
"등촌7,8단지주공아파트",강서구,,,,매매,,,,,,,126.851684,37.56080583
송도더샵센트럴시티,연수구,,,,매매,,,,,,,127.0822667,37.67183957,apt_master_info
대림,해운대구,,,,매매,,,,,,,129.1728676,35.17838623,apt_master_info
코오롱하늘채,강서구,,,,매매,,,,,,,126.860604,37.55424133,apt_master_info
e편한세상,서구,,,,매매,,,,,,,126.8783735,35.16419361,apt_master_info
동보,남동구,,,,매매,,,,,,,126.7121019,37.41300629,apt_master_info
쌍용,강남구,,,,매매,,,,,,,127.0381379,37.5196262,apt_master_info
남운학성타운,중구,,,,매매,,,,,,,129.3321899,35.55842209,apt_master_info
성원상떼빌,유성구,,,,매매,,,,,,,127.3405555,36.35830954,apt_master_info
동춘마을,연수구,,,,전세,,,,,,,126.6699253,37.41138417,apt_master_info
시대,연수구,,,,전세,,,,,,,126.6695042,37.422713,apt_master_info
동화골든빌,북구,,,,매매,,,,,,,128.5625394,35.9452163,apt_master_info
신일곡골드클래스,북구,,,,매매,,,,,,,126.9012904,35.19625409,apt_master_info
장원하이드파크,동구,,,,매매,,,,,,,129.0452539,35.12267179,apt_master_info
개나리맨션,남구,,,,매매,,,,,,,128.5700288,35.84020983,apt_master_info
쌍용,동대문구,,,,매매,,,,,,,127.0686567,37.59944271,apt_master_info
원흥,연수구,,,,매매,,,,,,,126.645546,37.42512162,apt_master_info
상계주공9(고층),노원구,,,,매매,,,,,,,127.0599687,37.66297893,apt_master_info
영종국제도시화성파크드림2차,중구,,,,매매,,,,,,,126.5487546,37.48700892,apt_master_info
에스케이북한산시티,강북구,,,,월세,,,,,,,127.0127357,37.61803752,apt_master_info
서동현대,중구,,,,매매,,,,,,,129.1085128,35.21131473,apt_master_info
현대,계양구,,,,매매,,,,,,,126.730954,37.53765267,apt_master_info
정관동일스위트1차,기장군,,,,매매,,,,,,,127.0663621,37.60361913,apt_master_info
e편한세상,서구,,,,매매,,,,,,,126.8783735,35.16419361,apt_master_info
동아,동대문구,,,,매매,,,,,,,127.0616638,37.56894672,apt_master_info
기비골마을,북구,,,,매매,,,,,,,129.0239302,35.21583115,apt_master_info
반석마을3단지(호반베르디움),유성구,,,,매매,,,,,,,127.3155872,36.38599386,apt_master_info
양지동산맨션,중구,,,,매매,,,,,,,129.2992013,35.55382405,apt_master_info
부흥3차,수영구,,,,매매,,,,,,,127.0322881,37.66616869,apt_master_info
길음뉴타운4단지(e편한세상),성북구,,,,매매,,,,,,,127.0197759,37.61227745,apt_master_info
엘지신주례2,사상구,,,,매매,,,,,,,129.0132852,35.15386845,apt_master_info
동대문롯데캐슬노블레스,동대문구,,,,매매,,,,,,,127.0151991,37.57229863,apt_master_info
포세이돈에이,부산진구,,,,매매,,,,,,,129.063446,35.15842375,apt_master_info
안락뜨란채2단지,동래구,,,,매매,,,,,,,129.109603,35.19302481,apt_master_info
프리드,북구,,,,매매,,,,,,,129.340874,35.63051687,apt_master_info
목동신시가지7,양천구,,,,매매,,,,,,,126.86581,37.52513691,apt_master_info
장미,강서구,,,,매매,,,,,,,126.8088568,37.55873382,apt_master_info
협성·DS엘리시안,강서구,,,,매매,,,,,,,129.0670846,35.19967835,apt_master_info
더샵센트럴파크1,연수구,,,,매매,,,,,,,126.6377362,37.39671485,apt_master_info
동남,서구,,,,매매,,,,,,,126.6830084,37.54536556,apt_master_info
동원로얄듀크,남구,,,,매매,,,,,,,129.0864282,35.13647461,apt_master_info
진로,북구,,,,매매,,,,,,,126.8960188,35.20595596,apt_master_info
월평타운,서구,,,,매매,,,,,,,127.3593216,36.35210492,apt_master_info
연산파밀리에,연제구,,,,월세,,,,,,,127.7491088,35.06317853,apt_master_info
세방,중랑구,,,,매매,,,,,,,127.0835845,37.61540988,apt_master_info
버드내1,중구,,,,매매,,,,,,,127.3892012,36.31795995,apt_master_info
수완루아채,광산구,,,,매매,,,,,,,126.8167228,35.19691139,apt_master_info
힐스테이트 이스턴베이,동구,,,,매매,,,,,,,127.0523205,37.54089352,apt_master_info
럭키하나,유성구,,,,매매,,,,,,,127.3492243,36.38583787,apt_master_info
연제롯데캐슬데시앙,연제구,,,,월세,,,,,,,129.083292,35.17939019,apt_master_info
